Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD5883,James,Beverages,Soft Drinks,Pune,9/22/2023,Central,1747,0.32,331.93,Maharashtra
OD5884,Aditi,Oil & Masala,Edible Oil & Ghee,Mundhwa,3/14/2023,Central,1618,0.11,436.86,Maharashtra
OD5885,Shah,Food Grains,Organic Staples,Camp,12-10-2022,Central,890,0.2,284.8,Maharashtra
OD5886,Ganesh,Fruits & Veggies,Fresh Fruits,Aundh,12-09-2024,Central,1856,0.16,686.72,Maharashtra
OD5887,Ridhesh,Oil & Masala,Masalas,Dhanori,10/31/2023,Central,1800,0.17,270,Maharashtra
OD5888,Amrish,Beverages,Soft Drinks,Koregaon Park,7/20/2024,Central,1986,0.18,575.94,Maharashtra
OD5889,Komal,Oil & Masala,Spices,Rajgurunagar,11/18/2021,Central,1364,0.15,231.88,Maharashtra
OD5890,Hafiz,Snacks,Noodles,Mulshi,3/25/2024,Central,2343,0.25,374.88,Maharashtra
OD5891,Willams,Food Grains,Rice,Pimpri-Chinchwad,3/26/2024,Central,717,0.35,107.55,Maharashtra
OD5892,Harish,Food Grains,Dals & Pulses,Wagholi,04-08-2024,Central,2317,0.11,718.27,Maharashtra
OD5893,Adavan,Fruits & Veggies,Fresh Vegetables,Dehu Road,6/20/2023,Central,2265,0.33,543.6,Maharashtra
OD5894,Muneer,"Eggs, Meat & Fish",Eggs,Hinjawadi,9/21/2022,Central,523,0.33,146.44,Maharashtra
OD5895,Shah,Beverages,Soft Drinks,Mulshi,9/24/2024,Central,2267,0.28,566.75,Maharashtra
OD5896,Vidya,Beverages,Health Drinks,Hadapsar,2/20/2021,Central,602,0.18,108.36,Maharashtra
OD5897,Shree,Oil & Masala,Spices,Bibwewadi,11/13/2023,Central,511,0.22,178.85,Maharashtra
OD5898,Malik,Bakery,Breads & Buns,Pune Cantonment,05-07-2024,Central,1083,0.35,357.39,Maharashtra
OD5899,Muneer,"Eggs, Meat & Fish",Fish,Pune,12/18/2024,Central,1505,0.32,90.3,Maharashtra
OD5900,Willams,Snacks,Chocolates,Pune,01-08-2023,Central,1490,0.18,521.5,Maharashtra
OD5901,Peer,Snacks,Cookies,Hinjawadi,11-11-2023,Central,2291,0.32,939.31,Maharashtra
OD5902,Yadav,Snacks,Cookies,Sholapur,3/25/2024,Central,1912,0.26,133.84,Maharashtra
OD5903,Komal,Oil & Masala,Edible Oil & Ghee,Bibwewadi,01-03-2023,Central,2130,0.27,532.5,Maharashtra
OD5904,Anu,Fruits & Veggies,Organic Fruits,Camp,11/29/2022,Central,1608,0.22,369.84,Maharashtra
OD5905,Alan,Food Grains,Organic Staples,Lonikand,11/25/2023,Central,1763,0.12,423.12,Maharashtra
OD5906,Haseena,Fruits & Veggies,Organic Fruits,Dhanori,9/25/2023,Central,563,0.31,101.34,Maharashtra
OD5907,Vidya,"Eggs, Meat & Fish",Fish,Rajgurunagar,09-10-2022,Central,988,0.23,256.88,Maharashtra
OD5908,Vidya,Oil & Masala,Masalas,Wagholi,8/28/2022,Central,784,0.34,305.76,Maharashtra
OD5909,Mathew,Oil & Masala,Spices,Camp,11-11-2023,Central,1900,0.24,133,Maharashtra
OD5910,Akash,Food Grains,Organic Staples,Wagholi,12/28/2024,Central,2394,0.3,335.16,Maharashtra
OD5911,Ridhesh,Fruits & Veggies,Fresh Vegetables,Camp,11/19/2024,Central,1802,0.12,630.7,Maharashtra
OD5912,Rumaiza,Snacks,Cookies,Dehu Road,3/21/2023,Central,978,0.11,440.1,Maharashtra
OD5913,Aditi,Oil & Masala,Edible Oil & Ghee,Bavdhan,2/16/2023,Central,1430,0.14,643.5,Maharashtra
OD5914,Surya,Food Grains,Rice,Bhosari,6/27/2023,Central,1136,0.35,193.12,Maharashtra
OD5915,Malik,Snacks,Chocolates,Koregaon Park,02-08-2023,Central,2448,0.21,905.76,Maharashtra
OD5916,Malik,Fruits & Veggies,Fresh Vegetables,Aundh,4/18/2023,Central,1427,0.15,499.45,Maharashtra
OD5917,Vince,Food Grains,Rice,Pimpri-Chinchwad,3/15/2023,Central,1334,0.24,466.9,Maharashtra
OD5918,Shah,Snacks,Cookies,Dehu Road,7/21/2021,Central,1341,0.23,187.74,Maharashtra
OD5919,Arutra,Fruits & Veggies,Fresh Vegetables,Kothrud,9/26/2023,Central,703,0.21,189.81,Maharashtra
OD5920,James,Snacks,Cookies,Pune,11/20/2023,Central,1433,0.21,515.88,Maharashtra
OD5921,Shree,Beverages,Soft Drinks,Wagholi,11/25/2021,Central,1863,0.32,652.05,Maharashtra
OD5922,Malik,Bakery,Cakes,Viman Nagar,09-05-2023,Central,859,0.22,154.62,Maharashtra
OD5923,Sundar,Oil & Masala,Spices,Narhe,10/24/2022,Central,1230,0.11,467.4,Maharashtra
OD5924,Malik,Fruits & Veggies,Organic Vegetables,Bibwewadi,12/27/2023,Central,1903,0.29,114.18,Maharashtra
OD5925,James,Fruits & Veggies,Fresh Fruits,Narhe,05-11-2021,Central,973,0.2,214.06,Maharashtra
OD5926,Alan,Beverages,Soft Drinks,Aundh,11-12-2021,Central,1742,0.34,191.62,Maharashtra
OD5927,Surya,Food Grains,Rice,Pune,11/13/2024,Central,945,0.19,349.65,Maharashtra
OD5928,Ravi,"Eggs, Meat & Fish",Chicken,Pimpri-Chinchwad,08-06-2022,Central,557,0.24,144.82,Maharashtra
OD5929,Alan,Fruits & Veggies,Organic Vegetables,Viman Nagar,4/27/2024,Central,549,0.31,170.19,Maharashtra
OD5930,Veronica,Fruits & Veggies,Fresh Vegetables,Pune University,05-06-2024,Central,1503,0.15,240.48,Maharashtra
OD5931,Verma,"Eggs, Meat & Fish",Fish,Camp,9/27/2023,Central,1987,0.28,178.83,Maharashtra
OD5932,Sheeba,"Eggs, Meat & Fish",Chicken,Pimpri-Chinchwad,10-09-2024,Central,560,0.21,190.4,Maharashtra
OD5933,Vinne,Snacks,Cookies,Mulshi,10-09-2024,Central,1548,0.28,170.28,Maharashtra
OD5934,Suresh,Snacks,Noodles,Hinjawadi,5/18/2024,Central,1861,0.12,576.91,Maharashtra
OD5935,Ramesh,Beverages,Health Drinks,Koregaon Park,11/16/2022,Central,2246,0.33,449.2,Maharashtra
OD5936,Alan,Snacks,Cookies,Kothrud,12/15/2021,Central,2252,0.12,360.32,Maharashtra
OD5937,Esther,Food Grains,Rice,Dhanori,12/28/2024,Central,633,0.22,69.63,Maharashtra
OD5938,Roshan,Fruits & Veggies,Organic Vegetables,Rajgurunagar,02-02-2023,Central,912,0.16,355.68,Maharashtra
OD5939,Roshan,"Eggs, Meat & Fish",Fish,Dhanori,9/17/2022,Central,1464,0.27,614.88,Maharashtra
OD5940,Akash,Oil & Masala,Edible Oil & Ghee,Bibwewadi,11/23/2021,Central,1844,0.35,737.6,Maharashtra
OD5941,Shah,Oil & Masala,Edible Oil & Ghee,Bhosari,12/13/2021,Central,2149,0.31,107.45,Maharashtra
OD5942,Hafiz,Snacks,Noodles,Mundhwa,5/18/2024,Central,1158,0.2,405.3,Maharashtra
OD5943,Hafiz,Fruits & Veggies,Fresh Fruits,Wagholi,12/28/2024,Central,900,0.3,252,Maharashtra
OD5944,Hafiz,Fruits & Veggies,Organic Fruits,Koregaon Park,11/25/2021,Central,1466,0.28,498.44,Maharashtra
OD5945,Hafiz,Food Grains,Atta & Flour,Dhanori,10-08-2022,Central,650,0.34,286,Maharashtra
OD5946,Hafiz,Fruits & Veggies,Organic Fruits,Camp,11/20/2023,Central,1546,0.33,92.76,Maharashtra
OD5947,Ridhesh,Snacks,Noodles,Aundh,3/31/2022,Central,1744,0.34,540.64,Maharashtra
OD5948,Peer,Fruits & Veggies,Fresh Vegetables,Mundhwa,12-02-2021,Central,1006,0.11,181.08,Maharashtra
OD5949,Komal,Snacks,Noodles,Lonikand,12-02-2021,Central,551,0.2,209.38,Maharashtra
OD5950,Shah,Beverages,Health Drinks,Mundhwa,08-05-2022,Central,1340,0.22,227.8,Maharashtra
OD5951,Haseena,Beverages,Soft Drinks,Kothrud,10-03-2023,Central,2278,0.24,432.82,Maharashtra
OD5952,Shree,Bakery,Breads & Buns,Rajgurunagar,4/18/2023,Central,1456,0.14,72.8,Maharashtra
OD5953,Vidya,Fruits & Veggies,Fresh Vegetables,Lonikand,10/23/2023,Central,861,0.34,301.35,Maharashtra
OD5954,Jonas,Snacks,Cookies,Pune Cantonment,06-11-2023,Central,1698,0.16,237.72,Maharashtra
OD5955,Sundar,"Eggs, Meat & Fish",Chicken,Koregaon Park,10-08-2023,Central,677,0.23,33.85,Maharashtra
OD5956,Sharon,Fruits & Veggies,Fresh Vegetables,Baner,07-05-2024,Central,842,0.11,227.34,Maharashtra
OD5957,Harish,"Eggs, Meat & Fish",Chicken,Bhosari,4/30/2022,East,604,0.29,181.2,Maharashtra
OD5958,Shree,Oil & Masala,Edible Oil & Ghee,Baner,12/24/2024,East,2234,0.28,938.28,Maharashtra
OD5959,Aditi,Beverages,Soft Drinks,Kothrud,03-02-2024,East,2425,0.13,266.75,Maharashtra
OD5960,Sheeba,Food Grains,Atta & Flour,Pune,09-10-2022,East,915,0.19,411.75,Maharashtra
OD5961,Sudeep,"Eggs, Meat & Fish",Mutton,Bibwewadi,07-08-2024,East,1449,0.27,478.17,Maharashtra
OD5962,Shree,"Eggs, Meat & Fish",Fish,Sholapur,9/17/2023,East,1569,0.16,423.63,Maharashtra
OD5963,Amy,Beverages,Health Drinks,Hadapsar,5/28/2024,East,1690,0.26,253.5,Maharashtra
OD5964,Ganesh,Beverages,Health Drinks,Bhosari,4/16/2023,East,2074,0.13,871.08,Maharashtra
OD5965,Hussain,Food Grains,Organic Staples,Hadapsar,09-02-2024,East,1886,0.28,339.48,Maharashtra
OD5966,Sabeela,Food Grains,Atta & Flour,Bavdhan,05-02-2023,East,1090,0.34,65.4,Maharashtra
OD5967,Akash,"Eggs, Meat & Fish",Mutton,Dehu Road,11/22/2023,East,1918,0.1,671.3,Maharashtra
OD5968,Arvind,Bakery,Biscuits,Narhe,07-06-2022,East,1762,0.24,193.82,Maharashtra
OD5969,Haseena,"Eggs, Meat & Fish",Chicken,Aundh,12-05-2024,East,1575,0.26,267.75,Maharashtra
OD5970,Shree,"Eggs, Meat & Fish",Mutton,Koregaon Park,9/18/2024,East,743,0.22,156.03,Maharashtra
OD5971,Suresh,Snacks,Cookies,Hinjawadi,09-12-2023,East,1371,0.3,575.82,Maharashtra
OD5972,Muneer,Oil & Masala,Masalas,Camp,01-02-2023,East,625,0.24,37.5,Maharashtra
OD5973,Arvind,"Eggs, Meat & Fish",Fish,Pune Cantonment,12-10-2022,East,1599,0.29,271.83,Maharashtra
OD5974,Haseena,"Eggs, Meat & Fish",Fish,Bhosari,07-11-2021,East,1848,0.24,535.92,Maharashtra
OD5975,Ridhesh,Oil & Masala,Spices,Lonikand,12/26/2023,East,1021,0.18,61.26,Maharashtra
OD5976,Jonas,Bakery,Breads & Buns,Narhe,12/23/2024,East,898,0.13,53.88,Maharashtra
OD5977,Shree,Fruits & Veggies,Organic Vegetables,Bhosari,11/17/2021,East,1523,0.2,167.53,Maharashtra
OD5978,Veena,Beverages,Health Drinks,Mundhwa,12-02-2021,East,2304,0.14,184.32,Maharashtra
OD5979,Veronica,Fruits & Veggies,Organic Vegetables,Pune University,7/22/2023,East,952,0.33,409.36,Maharashtra
OD5980,Kumar,"Eggs, Meat & Fish",Fish,Koregaon Park,05-02-2024,East,1174,0.11,129.14,Maharashtra
OD5981,Willams,Beverages,Health Drinks,Wagholi,11/27/2023,East,1035,0.24,124.2,Maharashtra
OD5982,Adavan,Fruits & Veggies,Fresh Fruits,Pune,07-06-2022,East,1658,0.31,381.34,Maharashtra
OD5983,Ramesh,"Eggs, Meat & Fish",Eggs,Baner,12-05-2024,East,1833,0.31,109.98,Maharashtra
OD5984,Anu,Snacks,Cookies,Pune,10/13/2023,East,1693,0.13,220.09,Maharashtra
OD5985,Suresh,"Eggs, Meat & Fish",Fish,Viman Nagar,05-12-2023,East,2349,0.22,305.37,Maharashtra
OD5986,Sabeela,Fruits & Veggies,Fresh Vegetables,Pimpri-Chinchwad,11/28/2022,East,1256,0.34,314,Maharashtra
OD5987,Willams,Bakery,Breads & Buns,Koregaon Park,08-09-2022,East,2165,0.16,411.35,Maharashtra
OD5988,Sundar,Snacks,Noodles,Bavdhan,9/30/2021,East,1442,0.25,115.36,Maharashtra
OD5989,Akash,Snacks,Chocolates,Viman Nagar,6/26/2023,East,1431,0.25,143.1,Maharashtra
OD5990,Veronica,Beverages,Health Drinks,Pimpri-Chinchwad,9/15/2024,East,2170,0.18,651,Maharashtra
OD5991,Sharon,Food Grains,Atta & Flour,Bavdhan,07-08-2024,East,2251,0.26,810.36,Maharashtra
OD5992,Arvind,Fruits & Veggies,Organic Vegetables,Pune Cantonment,12/25/2023,East,968,0.2,367.84,Maharashtra
OD5993,Rumaiza,Beverages,Soft Drinks,Aundh,7/20/2024,East,515,0.14,190.55,Maharashtra
OD5994,Alan,"Eggs, Meat & Fish",Chicken,Pune Cantonment,07-09-2023,East,1477,0.15,236.32,Maharashtra
OD5995,Rumaiza,Beverages,Soft Drinks,Hadapsar,11-08-2022,East,1840,0.34,644,Maharashtra
OD5996,Krithika,Bakery,Biscuits,Hinjawadi,10/25/2022,East,2344,0.12,421.92,Maharashtra
OD5997,Veronica,Bakery,Breads & Buns,Narhe,4/30/2022,East,1484,0.21,608.44,Maharashtra
OD5998,Roshan,Fruits & Veggies,Organic Vegetables,Pimpri-Chinchwad,4/30/2022,East,1379,0.27,482.65,Maharashtra
OD5999,Krithika,Oil & Masala,Masalas,Bhosari,9/15/2024,East,1632,0.11,603.84,Maharashtra
OD6000,Suresh,Bakery,Breads & Buns,Hinjawadi,4/14/2024,East,2112,0.21,612.48,Maharashtra
OD6001,Malik,Beverages,Health Drinks,Pune University,11/27/2021,East,2332,0.1,139.92,Maharashtra
OD6002,Surya,Oil & Masala,Edible Oil & Ghee,Kothrud,05-02-2023,East,2209,0.32,861.51,Maharashtra
OD6003,Vinne,Snacks,Noodles,Viman Nagar,12-12-2023,East,1580,0.24,442.4,Maharashtra
OD6004,Muneer,Oil & Masala,Edible Oil & Ghee,Pimpri-Chinchwad,2/21/2023,East,2127,0.31,191.43,Maharashtra
OD6005,Surya,Beverages,Health Drinks,Lonikand,11/19/2021,East,1110,0.15,377.4,Maharashtra
OD6006,Malik,Fruits & Veggies,Fresh Vegetables,Viman Nagar,12-02-2021,East,1297,0.27,129.7,Maharashtra
OD6007,Sudha,Food Grains,Dals & Pulses,Pune University,07-11-2021,East,754,0.29,294.06,Maharashtra
OD6008,Muneer,Bakery,Cakes,Rajgurunagar,11-08-2024,East,2148,0.34,300.72,Maharashtra
OD6009,Harish,Bakery,Cakes,Bavdhan,10/23/2024,East,1536,0.28,675.84,Maharashtra
OD6010,Vince,Food Grains,Organic Staples,Bavdhan,02-03-2022,East,1045,0.3,94.05,Maharashtra
OD6011,Harish,Oil & Masala,Edible Oil & Ghee,Bibwewadi,7/20/2024,East,1009,0.19,312.79,Maharashtra
OD6012,Ramesh,Oil & Masala,Masalas,Mulshi,4/16/2022,East,1617,0.33,549.78,Maharashtra
OD6013,Sudeep,Food Grains,Organic Staples,Aundh,07-09-2023,East,1620,0.15,534.6,Maharashtra
OD6014,Hussain,Food Grains,Organic Staples,Mundhwa,10-05-2024,East,1135,0.11,454,Maharashtra
OD6015,Hussain,Bakery,Breads & Buns,Narhe,11-11-2023,East,2086,0.29,667.52,Maharashtra
OD6016,Alan,Beverages,Soft Drinks,Narhe,12/25/2023,East,1319,0.31,342.94,Maharashtra
OD6017,Hussain,Oil & Masala,Masalas,Hadapsar,04-07-2023,East,806,0.24,314.34,Maharashtra
OD6018,Komal,Beverages,Soft Drinks,Bhosari,09-02-2024,East,729,0.32,138.51,Maharashtra
OD6019,Jackson,Bakery,Breads & Buns,Sholapur,11/24/2024,East,1230,0.3,356.7,Maharashtra
OD6020,Ravi,"Eggs, Meat & Fish",Chicken,Hinjawadi,06-05-2022,East,1416,0.19,84.96,Maharashtra
OD6021,Veronica,Beverages,Soft Drinks,Mundhwa,8/21/2022,East,871,0.1,200.33,Maharashtra
OD6022,Sundar,Bakery,Breads & Buns,Camp,9/26/2021,East,1537,0.33,676.28,Maharashtra
OD6023,Harish,Fruits & Veggies,Fresh Vegetables,Koregaon Park,11-02-2024,East,1140,0.26,330.6,Maharashtra
OD6024,Ridhesh,Fruits & Veggies,Organic Fruits,Hinjawadi,05-03-2024,East,2176,0.22,544,Maharashtra
OD6025,Willams,Beverages,Soft Drinks,Mulshi,12-04-2024,East,2469,0.31,197.52,Maharashtra
OD6026,Anu,Bakery,Breads & Buns,Rajgurunagar,09-07-2021,East,1485,0.33,608.85,Maharashtra
OD6027,Aditi,Snacks,Cookies,Mulshi,09-09-2024,East,2488,0.15,945.44,Maharashtra
OD6028,Harish,Bakery,Breads & Buns,Baner,12/13/2024,East,902,0.13,279.62,Maharashtra
OD6029,Ganesh,Snacks,Noodles,Bibwewadi,8/16/2022,East,1557,0.23,669.51,Maharashtra
OD6030,Shree,"Eggs, Meat & Fish",Mutton,Bavdhan,9/15/2021,East,2038,0.3,305.7,Maharashtra
OD6031,Akash,"Eggs, Meat & Fish",Chicken,Dhanori,12/25/2022,East,1398,0.24,629.1,Maharashtra
OD6032,Kumar,Oil & Masala,Masalas,Narhe,05-08-2022,East,2101,0.11,609.29,Maharashtra
OD6033,Komal,Beverages,Soft Drinks,Hadapsar,9/23/2023,East,1553,0.34,481.43,Maharashtra
OD6034,Komal,Oil & Masala,Masalas,Kothrud,7/19/2021,East,1178,0.35,141.36,Maharashtra
OD6035,Krithika,Fruits & Veggies,Organic Fruits,Baner,09-09-2024,East,561,0.14,235.62,Maharashtra
OD6036,Alan,Oil & Masala,Spices,Koregaon Park,8/21/2022,East,664,0.1,225.76,Maharashtra
OD6037,Amrish,Oil & Masala,Spices,Pune University,05-08-2024,East,2143,0.3,578.61,Maharashtra
OD6038,Peer,Food Grains,Dals & Pulses,Baner,6/25/2023,East,1915,0.24,689.4,Maharashtra
OD6039,Vidya,Snacks,Noodles,Lonikand,11/28/2023,East,541,0.2,43.28,Maharashtra
OD6040,Vinne,Oil & Masala,Masalas,Hadapsar,2/27/2022,East,1029,0.19,463.05,Maharashtra
OD6041,Veena,Food Grains,Organic Staples,Kothrud,12-04-2024,East,951,0.34,389.91,Maharashtra
OD6042,Komal,"Eggs, Meat & Fish",Chicken,Pune University,09-02-2024,East,1416,0.15,311.52,Maharashtra
OD6043,Amy,Bakery,Breads & Buns,Sholapur,10/16/2023,East,1504,0.17,391.04,Maharashtra
OD6044,Arvind,Fruits & Veggies,Organic Fruits,Mundhwa,9/29/2021,East,606,0.27,212.1,Maharashtra
OD6045,Arvind,Bakery,Cakes,Bhosari,8/24/2022,East,633,0.1,151.92,Maharashtra
OD6046,Ramesh,Beverages,Soft Drinks,Bhosari,09-07-2022,East,1822,0.25,583.04,Maharashtra
OD6047,Haseena,Beverages,Health Drinks,Wagholi,06-03-2024,East,636,0.31,38.16,Maharashtra
OD6048,Surya,"Eggs, Meat & Fish",Mutton,Bibwewadi,12/25/2023,East,957,0.35,86.13,Maharashtra
OD6049,Surya,"Eggs, Meat & Fish",Mutton,Lonikand,12/23/2021,East,1738,0.32,208.56,Maharashtra
OD6050,Vidya,Food Grains,Organic Staples,Sholapur,10/21/2023,East,2448,0.31,783.36,Maharashtra
OD6051,Jonas,Food Grains,Rice,Dehu Road,9/29/2021,East,673,0.19,114.41,Maharashtra
OD6052,Arvind,Snacks,Cookies,Pune University,6/14/2023,East,1727,0.14,276.32,Maharashtra
OD6053,Ridhesh,Snacks,Noodles,Pune Cantonment,06-06-2021,East,657,0.28,98.55,Maharashtra
OD6054,Komal,Oil & Masala,Masalas,Aundh,3/17/2021,East,640,0.34,288,Maharashtra
OD6055,Adavan,"Eggs, Meat & Fish",Mutton,Bhosari,6/17/2023,East,2307,0.28,553.68,Maharashtra
OD6056,Muneer,Oil & Masala,Masalas,Baner,3/17/2021,East,2009,0.22,241.08,Maharashtra
OD6057,Vince,"Eggs, Meat & Fish",Eggs,Kothrud,8/29/2023,East,1395,0.28,558,Maharashtra
OD6058,Yusuf,Oil & Masala,Spices,Narhe,05-03-2024,East,1375,0.23,288.75,Maharashtra
OD6059,Jonas,Oil & Masala,Masalas,Pune,3/17/2021,East,1519,0.14,288.61,Maharashtra
OD6060,Verma,Fruits & Veggies,Fresh Vegetables,Bhosari,12/27/2022,East,2257,0.21,248.27,Maharashtra
OD6061,Aditi,Fruits & Veggies,Organic Fruits,Pimpri-Chinchwad,5/28/2024,East,2023,0.13,890.12,Maharashtra
OD6062,Peer,Food Grains,Rice,Sholapur,8/29/2023,East,1158,0.19,497.94,Maharashtra
OD6063,Shah,Fruits & Veggies,Fresh Vegetables,Viman Nagar,03-03-2021,East,1393,0.13,181.09,Maharashtra
OD6064,Amy,Food Grains,Dals & Pulses,Viman Nagar,7/18/2023,South,1943,0.19,174.87,Maharashtra
OD6065,Ramesh,Bakery,Cakes,Pune University,3/27/2023,South,1846,0.11,516.88,Maharashtra
OD6066,Kumar,Snacks,Chocolates,Wagholi,12/14/2022,South,871,0.18,330.98,Maharashtra
OD6067,Shah,Beverages,Health Drinks,Rajgurunagar,12-10-2024,South,1384,0.32,346,Maharashtra
OD6068,Adavan,Oil & Masala,Masalas,Koregaon Park,04-02-2021,South,1664,0.35,682.24,Maharashtra
OD6069,Hafiz,Snacks,Cookies,Lonikand,7/25/2022,South,1058,0.33,190.44,Maharashtra
OD6070,Sheeba,"Eggs, Meat & Fish",Chicken,Bhosari,6/23/2022,South,2038,0.2,591.02,Maharashtra
OD6071,Adavan,Food Grains,Dals & Pulses,Lonikand,09-12-2023,South,1697,0.3,305.46,Maharashtra
OD6072,Haseena,Snacks,Cookies,Baner,10-11-2021,South,1464,0.24,409.92,Maharashtra
OD6073,Adavan,Snacks,Cookies,Viman Nagar,3/27/2023,South,2299,0.21,137.94,Maharashtra
OD6074,Surya,Oil & Masala,Spices,Hinjawadi,9/18/2024,South,615,0.21,147.6,Maharashtra
OD6075,Sheeba,Bakery,Biscuits,Kothrud,10/22/2021,South,1852,0.23,203.72,Maharashtra
OD6076,Jackson,Snacks,Noodles,Koregaon Park,10/21/2021,South,2448,0.21,709.92,Maharashtra
OD6077,Vince,Fruits & Veggies,Organic Fruits,Pune University,10/18/2021,South,832,0.15,41.6,Maharashtra
OD6078,James,Fruits & Veggies,Organic Fruits,Viman Nagar,4/20/2022,South,890,0.29,356,Maharashtra
OD6079,Ram,Bakery,Cakes,Baner,04-08-2024,South,1954,0.2,449.42,Maharashtra
OD6080,Ganesh,Snacks,Chocolates,Wagholi,09-08-2022,South,1355,0.26,298.1,Maharashtra
OD6081,Akash,Beverages,Health Drinks,Hinjawadi,04-08-2021,South,1955,0.2,97.75,Maharashtra
OD6082,Ganesh,Snacks,Chocolates,Lonikand,5/30/2023,South,2355,0.26,235.5,Maharashtra
OD6083,Vince,Fruits & Veggies,Organic Fruits,Narhe,8/20/2021,South,1729,0.32,622.44,Maharashtra
OD6084,Kumar,Snacks,Chocolates,Lonikand,01-04-2022,South,1082,0.27,238.04,Maharashtra
OD6085,Shree,Food Grains,Rice,Kothrud,12-11-2024,South,2435,0.15,146.1,Maharashtra
OD6086,Arutra,Fruits & Veggies,Organic Fruits,Mundhwa,9/20/2023,South,2492,0.15,822.36,Maharashtra
OD6087,Esther,Food Grains,Rice,Viman Nagar,11-08-2022,South,1406,0.17,435.86,Maharashtra
OD6088,Vinne,Snacks,Noodles,Pimpri-Chinchwad,11/20/2023,South,1626,0.32,715.44,Maharashtra
OD6089,Komal,Fruits & Veggies,Organic Fruits,Aundh,12/27/2022,South,630,0.35,176.4,Maharashtra
OD6090,Ravi,Food Grains,Rice,Camp,4/29/2021,South,570,0.35,125.4,Maharashtra
OD6091,Mathew,Bakery,Cakes,Pune,07-05-2022,South,2127,0.22,914.61,Maharashtra
OD6092,Roshan,Food Grains,Atta & Flour,Dhanori,9/20/2023,South,2410,0.28,915.8,Maharashtra
OD6093,Akash,Fruits & Veggies,Organic Fruits,Rajgurunagar,06-04-2024,South,1831,0.24,530.99,Maharashtra
OD6094,Jackson,Food Grains,Atta & Flour,Lonikand,6/30/2024,South,1870,0.17,598.4,Maharashtra
OD6095,Sharon,Fruits & Veggies,Organic Fruits,Wagholi,6/26/2024,South,930,0.11,269.7,Maharashtra
OD6096,Sudha,Oil & Masala,Masalas,Wagholi,11-12-2022,South,1599,0.19,271.83,Maharashtra
OD6097,Malik,"Eggs, Meat & Fish",Mutton,Rajgurunagar,11-05-2022,South,867,0.28,60.69,Maharashtra
OD6098,Roshan,Beverages,Soft Drinks,Hinjawadi,06-08-2021,South,537,0.17,182.58,Maharashtra
OD6099,Krithika,Beverages,Soft Drinks,Bavdhan,10-04-2023,South,519,0.19,155.7,Maharashtra
OD6100,Peer,Beverages,Health Drinks,Mulshi,5/14/2023,South,1644,0.29,657.6,Maharashtra
OD6101,Jackson,Bakery,Cakes,Bibwewadi,03-12-2022,South,816,0.19,367.2,Maharashtra
OD6102,Alan,Fruits & Veggies,Fresh Vegetables,Lonikand,05-01-2022,South,1983,0.14,634.56,Maharashtra
OD6103,Malik,Fruits & Veggies,Fresh Fruits,Hinjawadi,12/27/2022,South,1443,0.26,187.59,Maharashtra
OD6104,Amrish,Food Grains,Dals & Pulses,Lonikand,03-12-2022,South,1080,0.16,118.8,Maharashtra
OD6105,Harish,Oil & Masala,Masalas,Hadapsar,08-01-2021,South,2003,0.3,781.17,Maharashtra
OD6106,Vinne,Bakery,Breads & Buns,Baner,02-06-2023,South,833,0.11,116.62,Maharashtra
OD6107,Ridhesh,Fruits & Veggies,Fresh Fruits,Camp,6/15/2024,South,2189,0.33,525.36,Maharashtra
OD6108,Hussain,Food Grains,Rice,Dehu Road,11-12-2022,South,1842,0.26,478.92,Maharashtra
OD6109,Haseena,"Eggs, Meat & Fish",Eggs,Mulshi,4/17/2023,South,808,0.1,177.76,Maharashtra
OD6110,Alan,Bakery,Biscuits,Dehu Road,12/18/2022,South,569,0.22,119.49,Maharashtra
OD6111,Sundar,Oil & Masala,Masalas,Pimpri-Chinchwad,11-04-2023,South,2098,0.25,860.18,Maharashtra
OD6112,Sabeela,Bakery,Cakes,Pimpri-Chinchwad,06-08-2022,South,1609,0.33,273.53,Maharashtra
OD6113,Anu,Snacks,Cookies,Pune,4/14/2024,South,1071,0.11,74.97,Maharashtra
OD6114,Shree,Food Grains,Organic Staples,Viman Nagar,5/28/2023,South,1472,0.1,73.6,Maharashtra
OD6115,Suresh,Snacks,Noodles,Hadapsar,4/30/2024,South,1224,0.12,489.6,Maharashtra
OD6116,Sudeep,Snacks,Cookies,Bhosari,11/26/2022,South,2219,0.3,110.95,Maharashtra
OD6117,Komal,Fruits & Veggies,Organic Fruits,Dehu Road,6/15/2024,South,1344,0.21,362.88,Maharashtra
OD6118,Hafiz,Food Grains,Rice,Bibwewadi,10/16/2024,South,1468,0.16,528.48,Maharashtra
OD6119,Willams,"Eggs, Meat & Fish",Fish,Pune University,12-11-2024,South,725,0.35,253.75,Maharashtra
OD6120,Sheeba,Bakery,Breads & Buns,Aundh,08-12-2023,South,1660,0.2,348.6,Maharashtra
OD6121,Sundar,"Eggs, Meat & Fish",Mutton,Pune Cantonment,8/25/2021,West,1828,0.15,712.92,Maharashtra
OD6122,Krithika,Oil & Masala,Masalas,Kothrud,3/16/2022,West,2163,0.25,800.31,Maharashtra
OD6123,Suresh,Oil & Masala,Spices,Kothrud,10/15/2024,West,1568,0.35,266.56,Maharashtra
